"SEQ","VOYTERM","DATETIMEACTUALARRIVAL","DATETIMEACTUALDEPARTURE","WAGON","WAGTYPE","WPOS","ADDRESS_BARGEOPER","COPINOCODELOAD","COPINOCODEDISCHARGE","LOADINGORDISCHARGE","MAXTEU","TARE","LEN","SIZEFT","NRAXES","WAGONMODEL","PAYLOAD"
119892446,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804953043-9",SGGMRS,20,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,29000,29.59,90,6,AAE s 97,94000
119892447,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33884962433-7",Sggmrss,21,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,26920,29.59,90,6,Touax,107600
119892448,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"33684954446-3",Sggmrs90,22,$PCCGDY,R-OGL 514,GLO-R 513,L,4.5,29000,29.59,90,6,AAE s 57,94000
119892449,CTTROT20210205POL-B,2021-02-05 18:18:00,2021-02-05 23:45:00,"37804557144-5",SGNSS,23,$PCCGDY,R-OGL 514,GLO-R 513,L,3,20000,19.64,60,4,AAE s135,70000
119939577,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884961438-7",Sggmrss,1,$PCCGDY,R-FK 520,KF-R 519,L,4.5,27300,29.59,90,6,Touax,108000
119939578,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"37804557148-6",SGNSS,2,$PCCGDY,R-FK 520,KF-R 519,L,3,20000,19.64,60,4,AAE s135,70000
119939579,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"37804557150-2",SGNSS,3,$PCCGDY,R-FK 520,KF-R 519,L,3,20000,19.64,60,4,AAE s135,70000
119939580,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33814557019-2",SGNS,4,$PCCGDY,R-FK 520,KF-R 519,L,3,,,,,,
119939581,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884962464-2",SGGNS,5,$PCCGDY,R-FK 520,KF-R 519,L,4.5,,,,,,
119939582,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884961569-9",Sggmrss,6,$PCCGDY,R-FK 520,KF-R 519,L,4.5,27300,29.59,90,6,Touax,108000
119939583,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33684556213-9",Sgns60,7,$PCCGDY,R-FK 520,KF-R 519,L,3,20000,19.64,60,4,AAE s 74,70000
119939584,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884962545-8",Sggmrss,8,$PCCGDY,R-FK 520,KF-R 519,L,4.5,26760,29.59,90,6,Touax,108200
119939585,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884961068-2",SGGRS,9,$PCCGDY,R-FK 520,KF-R 519,L,4,,,,,,
119939586,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"31804557091-4",SGNS,10,$PCCGDY,R-FK 520,KF-R 519,L,3,20000,19.64,60,4,AAE s 11,60000
119939587,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884962534-2",Sggmrss,11,$PCCGDY,R-FK 520,KF-R 519,L,4.5,26700,29.59,90,6,Touax,108300
119939588,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884961514-5",SGGNS,12,$PCCGDY,R-FK 520,KF-R 519,L,4.5,,,,,,
119939589,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884961134-2",Sggmrss,13,$PCCGDY,R-FK 520,KF-R 519,L,4.5,27160,29.59,90,6,Touax,107600
119939590,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884962499-8",Sggmrss,14,$PCCGDY,R-FK 520,KF-R 519,L,4.5,27300,29.59,90,6,Touax,108000
119939591,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884962363-6",Sggmrss,15,$PCCGDY,R-FK 520,KF-R 519,L,4.5,26940,29.59,90,6,Touax,108000
119939592,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884961486-6",SGGNS,16,$PCCGDY,R-FK 520,KF-R 519,L,4.5,,,,,,
119939593,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884962460-0",Sggmrss,17,$PCCGDY,R-FK 520,KF-R 519,L,4.5,27140,29.59,90,6,Touax,108800
119939594,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884961473-4",Sggmrss,18,$PCCGDY,R-FK 520,KF-R 519,L,4.5,27300,29.59,90,6,Touax,108000
119939595,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"37804954082-6",Sggmrs90,19,$PCCGDY,R-FK 520,KF-R 519,L,4.5,29000,29.59,90,6,AAE s 23,94000
119939596,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"33884962430-3",Sggmrss,20,$PCCGDY,R-FK 520,KF-R 519,L,4.5,26940,29.59,90,6,Touax,108000
119939597,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"31804557416-3",Sgns60,21,$PCCGDY,R-FK 520,KF-R 519,L,3,20000,19.64,60,4,AAE s  7,72000
119939598,CTTROT20210206POL,2021-02-06 10:30:00,2021-02-06 20:05:00,"37804556186-7",SGNSS,22,$PCCGDY,R-FK 520,KF-R 519,L,3,,,,,,
119939952,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563118-1",SGNSS,1,$SHUTRO,,MS/10531,L,3,,,,,,
119939953,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563019-1",SGNSS,2,$SHUTRO,,MS/10531,L,3,,,,,,
119939954,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"31804563222-7",SGNSS,3,$SHUTRO,,MS/10531,L,3,,,,,,
119939955,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563192-6",SGGOS,4,$SHUTRO,,MS/10531,L,3,,,,,,
119939956,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"31804563151-8",SGNSS,5,$SHUTRO,,MS/10531,L,3,,,,,,
119939957,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"33884962528-4",SGGMRS104S90,6,$SHUTRO,,MS/10531,L,4.5,,,,,,
119939958,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"33884962535-9",SGGMRSS,7,$SHUTRO,,MS/10531,L,4.5,27200,29.59,90,6,,108000
119939959,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804565948-9",SGNSS,8,$SHUTRO,,MS/10531,L,3,,,,,,
119939960,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"33874908369-1",SSFFGGMRRSS,9,$SHUTRO,,MS/10531,L,4.5,,,,,,
119939961,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563133-0",SGNSS,10,$SHUTRO,,MS/10531,L,3,,,,,,
119939962,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563026-6",SGNSS,11,$SHUTRO,,MS/10531,L,3,,,,,,
119939963,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"33884961375-1",SGGMRSS,12,$SHUTRO,,MS/10531,L,4.5,,,,,,
119939964,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"33884962562-3",SGGMRSS,13,$SHUTRO,,MS/10531,L,4.5,27200,29.59,90,6,,108000
119939965,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"33884962503-7",SGGMRS,14,$SHUTRO,,MS/10531,L,4.5,26680,29.59,90,,,
119939966,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804565966-1",SGNSS,15,$SHUTRO,,MS/10531,L,3,,,,,,
119939967,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563012-6",SGNSS,16,$SHUTRO,,MS/10531,L,3,,,,,,
119939968,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804565972-9",SGNSS,17,$SHUTRO,,MS/10531,L,3,,,,,,
119939969,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563010-0",SGNSS,18,$SHUTRO,,MS/10531,L,3,,,,,,
119939970,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804565933-1",SGNSS,19,$SHUTRO,,MS/10531,L,3,,,,,,
119939971,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"33884961393-4",SGGMRSS,20,$SHUTRO,,MS/10531,L,4.5,27200,29.59,90,6,,106000
119939972,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804563108-2",SGNSS,21,$SHUTRO,,MS/10531,L,3,,,,,,
119939973,CTTROT20210206MORTARA-B,2021-02-06 09:15:00,2021-02-06 12:31:00,"37804565974-5",SGNSS,22,$SHUTRO,,MS/10531,L,3,,,,,,
119965768,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33884961346-2",SGGRSS,1,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119965769,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33884975098-3",SGGMRSS,2,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965770,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804961406-8",SGGMRS,3,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965771,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33524960059-4",SGGRSS,4,$CONTBA,ALLEEN LADEN,,L,4,26500,26.39,80,6,,
119965772,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33854552156-3",SGNS,5,$CONTBA,ALLEEN LADEN,,L,3,20000,20,60,4,,72000
119965773,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37844960727-4",SGGRSS,6,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119965774,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37844960709-2",SGGRSS,7,$CONTBA,ALLEEN LADEN,,L,4,28000,26.7,80,6,,92000
119965775,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980601-1",SGGNS,8,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965776,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980607-8",SGGNS,9,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965777,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980606-0",SGGNS,10,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965778,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980600-3",SGGNS,11,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965779,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980602-9",SGGNS,12,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965780,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980611-0",SGGNS,13,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965781,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980603-7",SGGNS,14,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965782,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980604-5",SGGNS,15,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965783,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980605-2",SGGNS,16,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965784,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980609-4",SGGNS,17,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965785,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980608-6",SGGNS,18,$CONTBA,ALLEEN LADEN,,L,4.5,,,,,,
119965786,CTTROT20210207BASEL,2021-02-07 10:00:00,,"37804980610-2",SGGRS,19,$CONTBA,ALLEEN LADEN,,L,4,,,,,,
119965787,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33884552995-1",SGJS,20,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119965788,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33884552955-5",SGNS,21,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119965789,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33884552994-4",SGNSS,22,$CONTBA,ALLEEN LADEN,,L,3,,,,,,
119965790,CTTROT20210207BASEL,2021-02-07 10:00:00,,"33884552999-3",SGMS,23,$CONTBA,ALLEEN LADEN,,L,5,,,,,,
